ACCNTNUM,LOCNUM,LOCNAME,ADDRESSNUM,STREETNAME,DISTRICT,DSTRCTCODE,CITY,CITYCODE,STATE,STATECODE,POSTALCODE,COUNTY,COUNTYCODE,CRESTA,Latitude,Longitude,FLOORAREA,AREAUNIT,CNTRYSCHEME,CNTRYCODE,NUMBLDGS,BLDGSCHEME,BLDGCLASS,OCCSCHEME,OCCTYPE,YEARBUILT,NUMSTORIES,WSCV4VAL,WSCV4VCUR,WSCV5VAL,WSCV5VCUR,WSCV6VAL,WSCV6VCUR,WSCV7VAL,WSCV7VCUR,WSCV4LIMIT,WSCV4LCUR,WSCV5LIMIT,WSCV5LCUR,WSCV6LIMIT,WSCV6LCUR,WSCV7LIMIT,WSCV7LCUR,WSCV4DED,WSCV4DCUR,WSCV5DED,WSCV5DCUR,WSCV6DED,WSCV6DCUR,WSCV7DED,WSCV7DCUR,WSSITELIM,WSSITELCUR,WSSITEDED,WSSITEDCUR,WSCOMBINEDLIM,WSCOMBINEDLCUR,WSCOMBINEDDED,WSCOMBINEDDCUR,RESISTOPEN,ROOFAGE,ROOFANCH,ROOFSYS,CLADRATE,ROOFGEOM,CLADSYS,USERTXT1,USERTXT2,USERID1,USERID2,PRIMARYBLDG
2MR 0544065_24_1,2MR 0544065_24_1,2MR 0544065 04,,1-J EST COLQUOHOUN,,,KANSAS CITY,,,,00840,ST CROIX,010,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,120389,USD,12038,USD,0,USD,0,USD,120389,USD,12038,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,6019,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
MLR 7180318_24_1,MLR 7180318_24_1,MLR 7180318 10,,173-283 ESTATE ANNA S RETREAT,,,CHARLOTTE AMALIE,,,,00801,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,26300,USD,2630,USD,0,USD,0,USD,26300,USD,2630,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,5000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 2535893_24_1,2MR 2535893_24_1,2MR 2535893 01,,357 ESTATE HERMON HILL,,,CHRISTIANSTED,,,,00820,ST CROIX,010,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,186295,USD,18629,USD,0,USD,0,USD,186295,USD,18629,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,9315,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 1636240_24_1,2MR 1636240_24_1,2MR 1636240 03,,PARCEL #27-B ESTATE BOLONGO,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,203212,USD,20321,USD,0,USD,0,USD,203212,USD,20321,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,10161,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
MLR 7761644_24_1,MLR 7761644_24_1,MLR 7761644 09,,J8 GOOD HOPE TOWN HOUSE,,,KANSAS CITY,,,,00840,ST CROIX,010,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,63620,USD,6362,USD,0,USD,0,USD,63620,USD,6362,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,5000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
MLR 7887106_24_1,MLR 7887106_24_1,MLR 7887106 09,,PARCEL NO 4-1-47 EST FORTUNA,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,158081,USD,15808,USD,0,USD,0,USD,158081,USD,15808,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,7904,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 3325921_24_1,2MR 3325921_24_1,2MR 3325921 00,,2-20 ESTATE ROSS MADAMBER,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,187500,USD,18750,USD,0,USD,0,USD,187500,USD,18750,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,9375,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 3350614_24_1,2MR 3350614_24_1,2MR 3350614 00,,16 C WHIM,,,KANSAS CITY,,,,00840,ST CROIX,010,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,275000,USD,27500,USD,0,USD,0,USD,275000,USD,27500,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,13750,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2CU 3289492_24_1,2CU 3289492_24_1,2CU 3289492 00,,16 TARA WY COWPET BAY E,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,2,12/31/9999,0,155000,USD,15500,USD,0,USD,0,USD,155000,USD,15500,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,7750,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 3283107_24_1,2MR 3283107_24_1,2MR 3283107 00,,116 ESTATE HANNAHS REST,,,KANSAS CITY,,,,00840,ST CROIX,010,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,412504,USD,41250,USD,0,USD,0,USD,412504,USD,41250,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,20625,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
MLR 9954637_24_1,MLR 9954637_24_1,MLR 9954637 05,,22-26 MANDAHL,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,448623,USD,44862,USD,0,USD,0,USD,448623,USD,44862,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,22431,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 3283162_24_1,2MR 3283162_24_1,2MR 3283162 00,,148 -131 ESTATE ANNAS RE,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,164160,USD,16416,USD,0,USD,0,USD,164160,USD,16416,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,8208,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 3283231_24_1,2MR 3283231_24_1,2MR 3283231 00,,1-123- 10 ESTATE WINTBERG,,,KANSAS CITY,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,346280,USD,34628,USD,0,USD,0,USD,346280,USD,34628,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,17314,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
2MR 2660479_24_1,2MR 2660479_24_1,2MR 2660479 00,,106 ENFIELD GREEN,,,CHRISTIANSTED,,,,00820,ST CROIX,010,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,200092,USD,20009,USD,0,USD,0,USD,200092,USD,20009,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,10005,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,LP,,,
BRE 0001025_37_1,BRE 0001025_37_1,BRE 0001025 00,,H13 MIREYA STREET 4TA SECC LEV,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,169000,USD,16900,USD,0,USD,0,USD,169000,USD,16900,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,3380,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_15,BRE 0001029_37_15,BRE 0001029 00,,LOT 2 RD 941 KM 147,,,TRUJILLO ALTO,,,,00976,TRUJILLO ALTO,139,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,2,12/31/9999,0,126000,USD,12600,USD,0,USD,0,USD,126000,USD,12600,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2520,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001017_37_3,BRE 0001017_37_3,BRE 0001017 00,,1-35 LEMON TREE RD ESTATE,,,ST THOMAS,,,,00802,ST THOMAS,030,,.00000000,.00000000,0,2,ISO3A,VIR,1,RMS,3,ATC,1,12/31/9999,0,1003941,USD,100394,USD,0,USD,0,USD,1003941,USD,100394,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,20078,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_14,BRE 0001029_37_14,BRE 0001029 00,,J-4 1 STREET LOS FRAILES,,,GUAYNABO,,,,00968,GUAYNABO,061,,18.38863400,-66.12038500,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,297000,USD,29700,USD,0,USD,0,USD,297000,USD,29700,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,5940,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_10,BRE 0001029_37_10,BRE 0001029 00,,APT 1210 DE DIEGO 444,,,SAN JUAN,,,,00923,SAN JUAN,127,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,2,12/31/9999,0,108000,USD,10800,USD,0,USD,0,USD,108000,USD,10800,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2160,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_7,BRE 0001029_37_7,BRE 0001029 00,,LOT 2 KM 56 5 SR 143 LOS ORTIZ,,,BARRANQUITAS,,,,00794,BARRANQUITAS,019,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,137000,USD,13700,USD,0,USD,0,USD,137000,USD,13700,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2740,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_12,BRE 0001029_37_12,BRE 0001029 00,,D-13 3 ST VILLA MATILDE DEVELO,,,TOA ALTA,,,,00953,TOA ALTA,135,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,124000,USD,12400,USD,0,USD,0,USD,124000,USD,12400,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2480,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_6,BRE 0001029_37_6,BRE 0001029 00,,SR #183 KM 79 INT HATO WARD,,,SAN LORENZO,,,,00754,SAN LORENZO,129,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,175000,USD,17500,USD,0,USD,0,USD,175000,USD,17500,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,3500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_3,BRE 0001029_37_3,BRE 0001029 00,,LOT B-83 FAISAN ST MONSERRATE,,,VEGA ALTA,,,,00692,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,70000,USD,7000,USD,0,USD,0,USD,70000,USD,7000,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
BRE 0001029_37_2,BRE 0001029_37_2,BRE 0001029 00,,111 MANSIONES LAS MESAS CERRO,,,MAYAGUEZ,,,,00680,MAYAGUEZ,097,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,400000,USD,40000,USD,0,USD,0,USD,400000,USD,40000,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,8000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,27,,,
ALR 8183438_24_1,ALR 8183438_24_1,ALR 8183438 08,,LOT 1 PR 852 KM 12 1 QUE TRUJILLO ALTO  PR,,,TRUJILLO ALTO,,,,00976,TRUJILLO ALTO,139,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,53138,USD,5313,USD,0,USD,0,USD,53138,USD,5313,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183448_24_1,ALR 8183448_24_1,ALR 8183448 08,,SUMIDE WARD 156 RD KM 09 AGUAS BUENAS  PR,,,AGUAS BUENAS,,,,00703,AGUAS BUENAS,007,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,135239,USD,13523,USD,0,USD,0,USD,135239,USD,13523,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183459_24_1,ALR 8183459_24_1,ALR 8183459 08,,BO CALLEJON SR 129 KM19 LARES  PR,,,LARES,,,,00669,LARES,081,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,77050,USD,7705,USD,0,USD,0,USD,77050,USD,7705,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183480_24_1,ALR 8183480_24_1,ALR 8183480 08,,SR 156 KM 24 OROCOVIS WD OROCOVIS  PR,,,OROCOVIS,,,,00720,OROCOVIS,107,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,94914,USD,9491,USD,0,USD,0,USD,94914,USD,9491,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183490_24_1,ALR 8183490_24_1,ALR 8183490 08,,PARCEL GRANDES FELIPE MERCA QUEBRADILLAS  PR,,,QUEBRADILLAS,,,,00678,QUEBRADILLAS,115,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,102261,USD,10226,USD,0,USD,0,USD,102261,USD,10226,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183497_24_1,ALR 8183497_24_1,ALR 8183497 08,,B-16 URB BRISA DE CIALES CIALES  PR,,,CIALES,,,,00638,CIALES,039,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,84660,USD,8466,USD,0,USD,0,USD,84660,USD,8466,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183498_24_1,ALR 8183498_24_1,ALR 8183498 08,,BO CARACOLES II CALLE 1 PENUELAS  PR,,,PENUELAS,,,,00624,PENUELAS,111,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,71884,USD,7188,USD,0,USD,0,USD,71884,USD,7188,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8183504_24_1,ALR 8183504_24_1,ALR 8183504 08,,611 RD KM 13 VIVI ABAJO UTUADO  PR,,,UTUADO,,,,00641,UTUADO,141,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,82070,USD,8207,USD,0,USD,0,USD,82070,USD,8207,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8185354_24_1,ALR 8185354_24_1,ALR 8185354 08,,GUADIA WARD LOT 3 PR 826 AL NARANJITO  PR,,,NARANJITO,,,,00719,NARANJITO,105,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,75212,USD,7521,USD,0,USD,0,USD,75212,USD,7521,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8185356_24_1,ALR 8185356_24_1,ALR 8185356 08,,PR 128 KM405 BO BUENOS LARES  PR,,,LARES,,,,00669,LARES,081,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,38004,USD,3800,USD,0,USD,0,USD,38004,USD,3800,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8186795_24_1,ALR 8186795_24_1,ALR 8186795 08,,LOT J KM57 CAMINO CANI Q BARRANQUITAS  PR,,,BARRANQUITAS,,,,00794,BARRANQUITAS,019,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,65748,USD,6574,USD,0,USD,0,USD,65748,USD,6574,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8186809_24_1,ALR 8186809_24_1,ALR 8186809 08,,LOT 258-A ORTIZ ST PR2 K TOA BAJA  PR,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,121345,USD,12134,USD,0,USD,0,USD,121345,USD,12134,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8186833_24_1,ALR 8186833_24_1,ALR 8186833 08,,CARR 685 K2 H9 BO TIERRAS MANATI  PR,,,MANATI,,,,00674,MANATI,091,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,87621,USD,8762,USD,0,USD,0,USD,87621,USD,8762,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187458_24_1,ALR 8187458_24_1,ALR 8187458 08,,164 RD KM 150 LOS LLANOS COROZAL  PR,,,COROZAL,,,,00783,COROZAL,047,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,39818,USD,3981,USD,0,USD,0,USD,39818,USD,3981,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187463_24_1,ALR 8187463_24_1,ALR 8187463 08,,PR 119 KM 4 2 INT HOCON SAN GERMAN  PR,,,SAN GERMAN,,,,00683,SAN GERMAN,125,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,61772,USD,6177,USD,0,USD,0,USD,61772,USD,6177,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187464_24_1,ALR 8187464_24_1,ALR 8187464 08,,BONNEV HTS 12 CALLE AGUAS B CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,186679,USD,18667,USD,0,USD,0,USD,186679,USD,18667,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187467_24_1,ALR 8187467_24_1,ALR 8187467 08,,EXT SAN JOSE H-5 AIBONITO  PR,,,AIBONITO,,,,00705,AIBONITO,009,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,48688,USD,4868,USD,0,USD,0,USD,48688,USD,4868,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187482_24_1,ALR 8187482_24_1,ALR 8187482 08,,BO GATO SR 155 KM 34 3 OROCOVIS  PR,,,OROCOVIS,,,,00720,OROCOVIS,107,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,54545,USD,5454,USD,0,USD,0,USD,54545,USD,5454,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187486_24_1,ALR 8187486_24_1,ALR 8187486 08,,LOT 152-B SR639 KM 45 IN ARECIBO  PR,,,ARECIBO,,,,00612,ARECIBO,013,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,51880,USD,5188,USD,0,USD,0,USD,51880,USD,5188,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187493_24_1,ALR 8187493_24_1,ALR 8187493 08,,BO HIGUILLAR CARR 695 K DORADO  PR,,,DORADO,,,,00646,DORADO,051,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,87374,USD,8737,USD,0,USD,0,USD,87374,USD,8737,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187494_24_1,ALR 8187494_24_1,ALR 8187494 08,,LOT 14 10 ST COTO COMM MAGU DORADO  PR,,,DORADO,,,,00646,DORADO,051,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,97810,USD,9781,USD,0,USD,0,USD,97810,USD,9781,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187495_24_1,ALR 8187495_24_1,ALR 8187495 08,,URB VILLA ROSALES G 24 AIBONITO  PR,,,AIBONITO,,,,00705,AIBONITO,009,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,81192,USD,8119,USD,0,USD,0,USD,81192,USD,8119,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187497_24_1,ALR 8187497_24_1,ALR 8187497 08,,VILLA FONTANA 3C S1 VIA 59 CAROLINA  PR,,,CAROLINA,,,,00983,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,71357,USD,7135,USD,0,USD,0,USD,71357,USD,7135,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187499_24_1,ALR 8187499_24_1,ALR 8187499 08,,SABANA ENEAS LOT 165 CALLE SABANA GRANDE  PR,,,SAN GERMAN,,,,00683,SAN GERMAN,125,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,145706,USD,14570,USD,0,USD,0,USD,145706,USD,14570,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187511_24_1,ALR 8187511_24_1,ALR 8187511 08,,BDA BUENA VISTA 133 CALL CAROLINA  PR,,,CAROLINA,,,,00985,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,84728,USD,8472,USD,0,USD,0,USD,84728,USD,8472,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187514_24_1,ALR 8187514_24_1,ALR 8187514 08,,KM 481 PR 123 CHORRERAS UTUADO  PR,,,UTUADO,,,,00641,UTUADO,141,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,44472,USD,4447,USD,0,USD,0,USD,44472,USD,4447,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187517_24_1,ALR 8187517_24_1,ALR 8187517 08,,ESTANC SAN FERNANDO F13 CAL CAROLINA  PR,,,CAROLINA,,,,00985,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,343336,USD,34333,USD,0,USD,0,USD,343336,USD,34333,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187530_24_1,ALR 8187530_24_1,ALR 8187530 08,,LEVITT JM-3 CALLE ANTONIO O TOA BAJA  PR,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,73747,USD,7374,USD,0,USD,0,USD,73747,USD,7374,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187534_24_1,ALR 8187534_24_1,ALR 8187534 08,,BO SAN LUIS LOT 133 A C AIBONITO  PR,,,AIBONITO,,,,00705,AIBONITO,009,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,81188,USD,8118,USD,0,USD,0,USD,81188,USD,8118,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8187541_24_1,ALR 8187541_24_1,ALR 8187541 08,,BO PASTO PARCELAS NUEVA AIBONITO  PR,,,AIBONITO,,,,00705,AIBONITO,009,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,38658,USD,3865,USD,0,USD,0,USD,38658,USD,3865,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 8188762_24_1,ALR 8188762_24_1,ALR 8188762 08,,KM 0 6 SR 925 INT LOT 286 B HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,78628,USD,7862,USD,0,USD,0,USD,78628,USD,7862,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
